Collection,ID Number,Verbatim object name,Type,Taxonomy Name(s)
Bryophyte,CANM 102656,Sphagnum acutifolium var. intermedium,original identification,Sphagnum capillifolium
Bryophyte,CANM 105667,Sphagnum molluscum Bruch var. hydrophilum Warnst.,previous scientific name,Sphagnum tenellum var. hydrophilum
Bryophyte,CANM 157096,Fontinalis neo-mexicana Sull. & Lesq. var. columbica Card.,previous scientific name,Pohlia columbica
Bryophyte,CANM 197719,Thuidium toyamae Nog.,previous scientific name,""
Bryophyte,CANM 197734,Tortula propagulosa Sharp.,previous scientific name,Rhacithecium perpusillum
Bryophyte,CANM 197747,Weissiopsis spathulifolius Crum & Bartr.,previous scientific name,Weisiopsis spathulifolius
Bryophyte,CANM 197752,Weissiopsis spathulifolius Crum & Bartr.,previous scientific name,Weisiopsis spathulifolius
Bryophyte,CANM 197746,Weissiopsis spathulifolius Crum & Bartr.,previous scientific name,Weisiopsis spathulifolius
Bryophyte,CANM 273084,Barbula andreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 264784,Barbula andreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 256887,Barbula andreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 256889,Barbula andreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 283640,Barbula andreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 278676,Barbula andreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 277251,Barbula andreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 277229,Barbula andreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 277223,Barbula andreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 277219,Barbula andreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 127781,Barbula andreaeoides,identification confirmation,Didymodon subandreaeoides
Bryophyte,CANM 127781,Barbula andreaeoides,previous name,Didymodon subandreaeoides
Bryophyte,CANM 127782,Barbula andreaeoides,identification confirmation,Didymodon subandreaeoides
Bryophyte,CANM 127782,Barbula andreaeoides,previous name,Didymodon subandreaeoides
Bryophyte,CANM 197782,Barbula brachyphylla Sull. var. angustifolia Kindb. in Mac. & Kindb.,previous scientific name,Didymodon vinealis
Bryophyte,CANM 290343,Schistidium apocarpa (Hedw.) B. & S. in B.S.G.,previous scientific name,Schistidium apocarpum
Bryophyte,CANM 116640,Pterygoneurum subsessile (Brid.) Jur. var. kieneri Hab.,previous scientific name,Pterygoneurum subsessile var. subsessile
Bryophyte,CANM 197678,Rhaphidostegium lozanoi Card.,previous scientific name,Sematophyllum lozanoi
Bryophyte,CANM 177273,Scorpiurium circinnatum f. pterigynandroidea Bott. & Weiss in Bauer,previous scientific name,Scorpiurium circinatum f. pterigynandroidea
Bryophyte,CANM 292274,Schistidium rivularis (Brid.) Podp.,previous scientific name,Schistidium rivulare
Bryophyte,CANM 267891,Pylaisia cyrtophylla Kindb.,previous scientific name,Pylaisiella polyantha
Bryophyte,CANM 198291,Pylaisia selwyni Kindb.,type name,Pylaisiella selwynii
Bryophyte,CANM 197787,Barbula convoluta Hedw. var. obtusata C. Muell. & Kindb. in Mac. & Kindb.,previous scientific name,Barbula convoluta
Bryophyte,CANM 197788,Barbula decursivula Kindb. in Mac. & Kindb.,previous scientific name,Didymodon fallax
Bryophyte,CANM 198173,Drepanoclsdus  uncinatus,scientific name,Sanionia uncinata
Bryophyte,CANM 198179,Isothecium myosroides Brid. ssp. brevinerve Kindb.,previous scientific name,Isothecium myosuroides subsp. brevinerve
Bryophyte,CANM 198283,Pseudoleskea sciuroides v. denudata Kindb. in Mac. & Kindb.,type name,Pseudoleskea radicosa var. denudata
Bryophyte,CANM 198293,Rhacomitrium canescens var. muticum,,Niphotrichum muticum
Bryophyte,CANM 203482,Rhacomitrium heterostichum (Hedw.) Brid. var. micropoides Kindb.,previous scientific name,Racomitrium affine
Bryophyte,CANM 203476,Rhacomitrium heterostichum (Hedw.) Brid. var. micropoides Kindb.,previous scientific name,Racomitrium affine
Bryophyte,CANM 198304,Scouleria aquatica Hook. var. nigrescens Kindb. in Mac.,previous scientific name,Didymodon nigrescens
Bryophyte,CANM 197793,Barbula lato-excisa C. Mull. & Kindb. in Mac. & Kindb.,previous scientific name,Tortula princeps
Bryophyte,CANM 197794,Barbula leptotricha C. Mull. & Kindb. in Mac. & Kindb.,previous scientific name,Tortula ruralis subsp. ruralis var. crinita
Bryophyte,CANM 197795,Barbula macrorhyncha Kindb. in Mac. & Kindb.,previous scientific name,Aloina rigida
Bryophyte,CANM 197798,Barbula oenea C.M>ll. & Kindb. in Mac. & Kindb.,previous scientific name,Bryoerythrophyllum recurvirostrum
Bryophyte,CANM 133116,Barbula papillinervis,original identification,Syntrichia ruralis
Bryophyte,CANM 133120,Barbula papillinervis,original identification,Syntrichia ruralis
Bryophyte,CANM 133121,Barbula papillinervis,original identification,Syntrichia ruralis
Bryophyte,CANM 197802,Barbula pseudorigidula Kindb. in Mac. & Kindb.,previous scientific name,Didymodon vinealis var. flaccidus
Bryophyte,CANM 128107,Barbula robustifolia,previous name,Didymodon vinealis
Bryophyte,CANM 128063,Barbula robustifolia,original identification,Didymodon vinealis var. flaccidus
Bryophyte,CANM 128067,Barbula robustifolia,original identification,Didymodon vinealis var. flaccidus
Bryophyte,CANM 128077,Barbula robustifolia,original identification,Didymodon vinealis var. flaccidus
Bryophyte,CANM 128078,Barbula robustifolia,original identification,Didymodon vinealis var. flaccidus
Bryophyte,CANM 128127,Barbula robustifolia,original identification,Didymodon vinealis var. flaccidus
Bryophyte,CANM 128059,Barbula robustifolia,original identification,Didymodon vinealis var. flaccidus
Bryophyte,CANM 128038,Barbula robustifolia,original identification,Didymodon vinealis var. flaccidus
Bryophyte,CANM 128091,Barbula robustifolia,original identification,Didymodon vinealis var. flaccidus
Bryophyte,CANM 128090,Barbula robustifolia,original identification,Didymodon vinealis var. flaccidus
Bryophyte,CANM 197804,Barbula ruralis Hedw. ssp. alaskana Kindb.,previous scientific name,Syntrichia ruralis
Bryophyte,CANM 197805,Barbula sparsidens C.Mull. & Kindb. in Mac. & Kindb.,previous scientific name,Didymodon fallax
Bryophyte,CANM 279406,Barbula subandreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 127782,Barbula subandreaeoides,original identification,Didymodon subandreaeoides
Bryophyte,CANM 197808,Barbula subcarnifolia C. Mull. & Kindb. in Mac. & Kindb.,previous scientific name,Tortula porteri
Bryophyte,CANM 197807,Barbula subcarnifolia C. Mull. & Kindb. in Mac. & Kindb.,previous scientific name,Tortula porteri
Bryophyte,CANM 197809,Barbula subcuneifolia Kindb.,previous scientific name,Tortula mucronifolia
Bryophyte,CANM 128785,Barbula subgracilis,original identification,Didymodon vinealis
Bryophyte,CANM 128490,Barbula subgracilis,original identification,Didymodon vinealis var. rubiginosus
Bryophyte,CANM 197811,Barbula subgracilis var. viridior Kindb. in Mac. & Kindb.,previous scientific name,Didymodon rigidulus
Bryophyte,CANM 132895,Barbula subulata var. longifolia,original identification,Tortula subulata
Bryophyte,CANM 132375,Barbula subulata var. longifolia,original identification,Tortula mucronifolia
Bryophyte,CANM 197829,Revised by A.J. Grout to a species closely related to B. lactum.,previous scientific name,Brachythecium digastrum
Bryophyte,CANM 267889,Mielichhoferia recurvifolia Kindb.,type name,Ceratodon purpureus
Bryophyte,CANM 198202,Mielichhoferia recurvifolia Kindb.,type name,Ceratodon purpureus
Bryophyte,CANM 198203,Mnium blyttii var. microphyllum,type name,Mnium blyttii
Bryophyte,CANM 198386,Mnium blyttii var. microphyllum,syntype name,Mnium blyttii
Bryophyte,CANM 114242,Seligeri donniana,identification confirmation,Seligeria donniana
Fish,CMNFI 1986-0695.1,Pomolobus pseudoharengus,previous scientific name,Alosa pseudoharengus
Fish,CMNFI 1962-0180.1,Pomolobus pseudoharengus,previous scientific name,Alosa pseudoharengus
Fish,CMNFI 1962-0181.1,Pomolobus pseudoharengus,previous scientific name,Alosa pseudoharengus
Fish,CMNFI 1983-0436.1,Sebastodes alutus,previous scientific name,Sebastes alutus
Fish,CMNFI 1983-0438.1,Sebastodes alutus,previous scientific name,Sebastes alutus
Fish,CMNFI 1966-0041.1,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1966-0259.2,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1966-0266.2,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1968-1678.1,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1966-0284A.2,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1967-0346B.3,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1965-0404.3,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1968-1750.6,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1968-1805.1,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1968-1820.6,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1968-1820.7,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1968-1823A.5,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1966-0276.1,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1966-0277.3,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1964-0796.1,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1965-0397.2,Sebastodes alutus,previous name,Sebastes alutus
Fish,CMNFI 1983-0447.1,Fundulus kansae,previous scientific name,Plancterus kansae
Fish,CMNFI 1981-0108.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1984-0095.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1984-0096.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1981-1020.11,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1980-0428.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1980-0436.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1981-0105.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1981-0106.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1981-0107.9,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1981-0136.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1981-0110.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1981-0109.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1981-0109.7,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1981-0112.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1981-0112.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1984-1495.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1984-1498.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1984-0316.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1982-1060.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1982-0101.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1982-0528.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1982-0547.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1982-0548.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1982-0560.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1982-0561.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1982-1053.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1982-1057.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1982-1059A.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1983-0032.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1983-0038.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1983-0040.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1983-0125.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1383.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1384.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1963-0009.7,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1988-0314.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1988-0317.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1988-0320.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1621.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1708.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1222.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1252B.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1495.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1500.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1501F.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1400.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1408.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1417.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1402.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1403.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1404.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1960-0472.7,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1409.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1410.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1413.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1960-0486.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1960-0491.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1423.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1962-0311.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1962-0333.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1344.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1960-0473.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1960-0475.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1960-0476.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1960-0478.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1464A.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1962-0254.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1962-0262.1,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1476B.7,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1476C.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1962-0355.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1477D.7,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1479A.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1352.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1355.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1505A.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1505A.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1473B.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1475A.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1476A.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1965-0348.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1965-0349.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1476D.7,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1476E.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1477A.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1477B.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1477C.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1965-0369.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1505B.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1512.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1514.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1515.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1521.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1536.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1965-0354.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1965-0357.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1965-0359.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1965-0366.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1965-0367.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1479D.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1482.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1975-0163.3,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1975-1927.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1975-1929.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1975-1912.2,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1975-1913.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1366.6,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1376.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1356.4,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1358.5,Triglops pingeli,scientific name,Triglops pingelii
Fish,CMNFI 1977-1368.4,Triglops pingeli,scientific name,Triglops pingelii
