mkey,descriptor,term,note
706364,substrate,n/a,on logs in wood
706366,substrate,n/a,on boggy ground
706369,substrate,n/a,on earth
706372,substrate,n/a,on rocks
706380,substrate,n/a,floor of forest slope
706382,substrate,n/a,on humus
706385,substrate,n/a,humus of lake shore
706388,substrate,n/a,on rocks
706389,substrate,n/a,on rocks and earth
706393,substrate,n/a,on rocks
706394,substrate,n/a,on rocks
706395,substrate,n/a,hummocks in birch tundra
706398,substrate,n/a,on earth in woods
706399,substrate,n/a,late snow heather slope
706402,substrate,n/a,Humus
706418,substrate,n/a,humus
706419,substrate,n/a,humus
706422,substrate,n/a,S.
706423,substrate,n/a,S.
706424,substrate,n/a,on humus on floor of spruce woods
706425,substrate,n/a,rocky ground
706426,substrate,n/a,on ground under krummholz fir
706429,substrate,n/a,on slope in pine woods
706430,substrate,n/a,on humus in woods
706432,substrate,n/a,S.
706433,substrate,n/a,on hummock in willow thicket
706443,substrate,n/a,S.
706446,substrate,n/a,on humus in woods
706448,substrate,n/a,on humus
706452,substrate,n/a,humus
706455,substrate,n/a,ground
706469,substrate,n/a,on rocks
706471,substrate,n/a,up stump in woods
706472,substrate,n/a,on stones
706474,substrate,n/a,on moss on rocks
706480,substrate,n/a,rotten log
706506,substrate,n/a,on moss in woods
706509,substrate,n/a,on earth in woods
706510,substrate,n/a,on earth
706517,substrate,n/a,Rotten wood
706519,substrate,n/a,Humus
706521,substrate,n/a,in wet seepage area
706531,substrate,n/a,Humus
706534,substrate,n/a,"Wet, peaty edge of streamlet in open willow-alder bog"
706540,substrate,n/a,on rocks
706542,substrate,n/a,on rocks
706544,substrate,n/a,on rocks
20888,substrate,n/a,On humus beside rivulet in alder-willow thicket.
706547,substrate,n/a,on humus
20558,substrate,n/a,On ground in snowbed adjacent to limestone cliffs.
20700,substrate,n/a,On sandy soil beside river.
20606,substrate,n/a,On humus among boulders.
706576,substrate,n/a,shaded moist rock
706577,substrate,n/a,humus of slope
706578,substrate,n/a,on shaded moist humus
706580,substrate,n/a,shaded rotting wood
706583,substrate,n/a,shaded moist humus
706584,substrate,n/a,floor of krummholz thicket
706586,substrate,n/a,forest floor
706587,substrate,n/a,cliff base
706589,substrate,n/a,shaded floor of forest
706591,substrate,n/a,humus over rotting log
706592,substrate,n/a,humus at cliff base
706593,substrate,n/a,shaded humus
706595,substrate,n/a,humus in clearing
706596,substrate,n/a,shaded humus
706597,substrate,n/a,shaded humus
706598,substrate,n/a,shaded moist humus
706599,substrate,n/a,shaded moist humus
706601,substrate,n/a,on rocks
706609,substrate,n/a,"on humus, talus slope"
706623,substrate,n/a,humus over rocks
706629,substrate,n/a,base of large spruce
706632,substrate,n/a,"on partly shaded, moist humus"
706663,substrate,n/a,on rocks
706665,substrate,n/a,on rocks
26883,substrate,n/a,On rock in shade beside track.
706681,substrate,n/a,on rocks
706683,substrate,n/a,on rocks
706689,substrate,n/a,on rocks
706691,substrate,n/a,in moist depression
706697,substrate,n/a,"on ground on moist alpine tundra, mixed with mosses"
706714,substrate,n/a,on boulder beside stream
706716,substrate,n/a,on boulder beside stream
706719,substrate,n/a,spring margin
706721,substrate,n/a,blackish masses on slope
706723,substrate,n/a,"mixed in Campylium stellatum, wet creek bank"
706725,substrate,n/a,humus
706729,substrate,n/a,on earth in wet woods
706736,substrate,n/a,on mossy hummock near lake
706738,substrate,n/a,at margin of lake
706739,substrate,n/a,"spongy patches over wet, snow-fed humus"
706745,substrate,n/a,"in bluish-black patches on damp, calcareous humus over scree slope"
706746,substrate,n/a,damp humus in forest
706747,substrate,n/a,humus in forest
706749,substrate,n/a,rotten wood in forest
706753,substrate,n/a,humus in forest
706757,substrate,n/a,on Pinus monticola
706760,substrate,n/a,over shaded cliff face
706761,substrate,n/a,rotten log
706762,substrate,n/a,damp shaded soil among boulders
706766,substrate,n/a,hard tuft on pine at bog margin
706768,substrate,n/a,over rotten log
706770,substrate,n/a,damp rotten log
706771,substrate,n/a,on shaded cliff
706782,substrate,n/a,over mosses on shaded cliff
706783,substrate,n/a,over humus on cliff in forest
706784,substrate,n/a,Epiphytes on Pinus contorta
706785,substrate,n/a,on rotting conifer stump
706786,substrate,n/a,wet twig in open area near stream
706788,substrate,n/a,d.w.
706789,substrate,n/a,boulder slope
706790,substrate,n/a,on rotten woods
706791,substrate,n/a,on rotten woods
706792,substrate,n/a,tree trunk
706793,substrate,n/a,cedar trunk
706794,substrate,n/a,bark of cedar in forest
706795,substrate,n/a,organic material in forest
706796,substrate,n/a,rotten log
706797,substrate,n/a,rotten log
706798,substrate,n/a,at bases of conifers in bog
706799,substrate,n/a,soil bank of stream
706801,substrate,n/a,at base of stump
706803,substrate,n/a,"uphill forest, on hemlock"
706804,substrate,n/a,log in open forest
706806,substrate,n/a,log in open forest
706807,substrate,n/a,dry cliff face near stream
706808,substrate,n/a,on decaying stump in forest
706809,substrate,n/a,log in forest
706810,substrate,n/a,open cliff shelf
706811,substrate,n/a,rotten log
706814,substrate,n/a,log in forest
706816,substrate,n/a,on bark of conifer
706817,substrate,n/a,bank in forest
706818,substrate,n/a,rotten stump
706819,substrate,n/a,decaying log
706820,substrate,n/a,Trunk of Chamaecyparis
706822,substrate,n/a,log in swamp
706823,substrate,n/a,up base of tree
706824,substrate,n/a,shaded overturned tree root
706825,substrate,n/a,trunk of Chamaecyparis
706827,substrate,n/a,at base of partly decayed stump
706828,substrate,n/a,rotten stump
706830,substrate,n/a,on rotten wood
706831,substrate,n/a,on old logs and stumps
706832,substrate,n/a,on earth
706833,substrate,n/a,on earth in a bog
706834,substrate,n/a,on rotten wood
706836,substrate,n/a,"on old logs by the sea, below the wharf; on a tree"
706837,substrate,n/a,"on trunks in woods (14), on an old tree in woods (15)"
706839,substrate,n/a,on mat on damp slopign cliff face
706840,substrate,n/a,In crevices of deeply shaded granitic cliff.
706841,substrate,n/a,on wet rock
706842,substrate,n/a,in crevices of deeply shaded granitic cliff
706843,substrate,n/a,top of dry shaded cliff
706844,substrate,n/a,on shallow humus over rock and tree bases
706847,substrate,n/a,base of Polytrichum hummock around rock
706848,substrate,n/a,on humus over rocks
706849,substrate,n/a,over humus in rock face crevice
706850,substrate,n/a,"on shaded, moist rock"
706851,substrate,n/a,"on partly shaded, moist soil"
706852,substrate,n/a,on wet rotten wood
706853,substrate,n/a,dry outcrop
706854,substrate,n/a,base of birch
706855,substrate,n/a,shaded cliff face
706856,substrate,n/a,humid shaded humus of cliff
706857,substrate,n/a,in shaded crevices
706858,substrate,n/a,on damp shaded granite rock
706859,substrate,n/a,"on rocks, shaded and damp"
706860,substrate,n/a,on side of boulder in woods
21123,substrate,n/a,On rocks at edge of brook in damp woods.
706861,substrate,n/a,under Abies
706862,substrate,n/a,shaded moist humus
706863,substrate,n/a,shaded cliff shelf
706864,substrate,n/a,"wet cliff, bog terrace"
706865,substrate,n/a,shaded cliff in forest
706866,substrate,n/a,shaded boulder at edge of bog
706867,substrate,n/a,log by streamlet in forest
706868,substrate,n/a,misty cliff shelves near waterfall
706869,substrate,n/a,open cliff ledge
706874,substrate,n/a,festooning wet shaded cliff
706875,substrate,n/a,on logs and stones over streamlet in forest
706876,substrate,n/a,damp slope in forest
706878,substrate,n/a,cliff ledge
706879,substrate,n/a,damp humus in forest
706880,substrate,n/a,on bog margin
706881,substrate,n/a,Humid cliff shelves and face
706882,substrate,n/a,Up base of Chamaecyparis tree
706886,substrate,n/a,on humus of slope in forest
706887,substrate,n/a,damp slopes near spring
706888,substrate,n/a,damp brow of cliff in forest
706889,substrate,n/a,damp shaded slope
706890,substrate,n/a,shaded area in bog
706891,substrate,n/a,subalpine terrace
706893,substrate,n/a,alpine cliff shelf and slope
706894,substrate,n/a,wet cliff shelf
706900,substrate,n/a,dampish shaded cliff slope
706901,substrate,n/a,tundra slope
706903,substrate,n/a,shaded damp cliff face
706904,substrate,n/a,on cedar (Thuja) trunk
706907,substrate,n/a,cliff ledge
706908,substrate,n/a,up base of Chamaecyparis tree
706909,substrate,n/a,humid slope
706911,substrate,n/a,logs and trees of canyon slope
706912,substrate,n/a,bog slope
706913,substrate,n/a,logs and trees of canyon slope
706914,substrate,n/a,damp cliff
706917,substrate,n/a,damp slope in forest
706918,substrate,n/a,Open slope in Chamaecyparis forest
706920,substrate,n/a,Shaded hummocks in Chamaecyparis forest slope
706921,substrate,n/a,Damp forested bog slope
706922,substrate,n/a,cliff shelf
706923,substrate,n/a,shaded outcrop
706925,substrate,n/a,damp brow of cliff
706926,substrate,n/a,damp slopes near spring
706927,substrate,n/a,damp shaded slope in forest
706928,substrate,n/a,brow of bank on slope
706929,substrate,n/a,moist bank of slope through Chamaecyparis forest
706931,substrate,n/a,bank in open boggy forest
706932,substrate,n/a,cliff shelf
706934,substrate,n/a,fen slope
706936,substrate,n/a,over mosses on shaded cliff
706937,substrate,n/a,damp humus bank within spray of falls
706940,substrate,n/a,wet cliff face
706942,substrate,n/a,on tree
706943,substrate,n/a,bog
706944,substrate,n/a,base of alder in backwater of lake
706946,substrate,n/a,on logs of humid slope
706949,substrate,n/a,tundra slope
706952,substrate,n/a,wet cliff
706953,substrate,n/a,damp shaded cliff crevices
706955,substrate,n/a,on cedar trunk
706956,substrate,n/a,shaded humus
706957,substrate,n/a,humus of tree base
706958,substrate,n/a,shaded humus
706959,substrate,n/a,rotten logs and on cliff
706961,substrate,n/a,rotten log
706962,substrate,n/a,wet cliff ledge
706963,substrate,n/a,on cedar (Thuja) trunk
706964,substrate,n/a,bank in forest slope
706966,substrate,n/a,wet cliff
706970,substrate,n/a,damp shaded slope in forest
706971,substrate,n/a,open subalpine hummock on ridge slope
706972,substrate,n/a,on logs
706975,substrate,n/a,on cedar trunk
706977,substrate,n/a,open subalpine slope
706979,substrate,n/a,bank in forest
706980,substrate,n/a,open subalpine ridge
706981,substrate,n/a,shaded cliff
706982,substrate,n/a,log in forest
706984,substrate,n/a,bank near stream
706986,substrate,n/a,"low area, among shrubs on bog"
706988,substrate,n/a,wet cliff top
706989,substrate,n/a,shaded cliff in forest
706990,substrate,n/a,damp shaded cliff
706992,substrate,n/a,hummock in Chamaecyparis forest of slope below barrens
706993,substrate,n/a,"seepy hummock, cliff ledge"
706995,substrate,n/a,under dwarfed Chamaecyparis
706997,substrate,n/a,under heathers of slope
706998,substrate,n/a,under Chamaecyparis
706999,substrate,n/a,shaded hummock in krummholz
707000,substrate,n/a,damp cliff
707001,substrate,n/a,brow of limestone cliff
707002,substrate,n/a,damp cliff shelf of slope
707005,substrate,n/a,R.
707007,substrate,n/a,R.
707008,substrate,n/a,bank in forest slope
707022,substrate,n/a,damp log near shore
707024,substrate,n/a,on log in forest
707025,substrate,n/a,shaded damp slope in open forest
707027,substrate,n/a,shaded damp slope in open forest
707028,substrate,n/a,up base of cedar tree
707038,substrate,n/a,slope in forest
707040,substrate,n/a,log in forest
707043,substrate,n/a,cedar trunk
707044,substrate,n/a,bank of stream
707045,substrate,n/a,bog
707046,substrate,n/a,cliff face
707048,substrate,n/a,wet shaded cliff shelf in canyon
707049,substrate,n/a,open slope in Chamaecyparis forest
707050,substrate,n/a,on slope in canyon
707051,substrate,n/a,damp slope in open Chamaecyparis forest
707052,substrate,n/a,logs in forest
707053,substrate,n/a,log in forest
707055,substrate,n/a,ledge on tundra slope
707056,substrate,n/a,floor of humid forest slope
707058,substrate,n/a,on rotten fir
707061,substrate,n/a,on rotten wood
707062,substrate,n/a,on earth by the sea
707064,substrate,n/a,on trees
707065,substrate,n/a,on old logs
707067,substrate,n/a,on old logs
707159,substrate,n/a,on earth
707162,substrate,n/a,on rotten wood
707163,substrate,n/a,on rotten wood
707164,substrate,n/a,on earth by the sea
707165,substrate,n/a,on old logs
707166,substrate,n/a,wet woods
707167,substrate,n/a,on rocks
707169,substrate,n/a,on old logs
707170,substrate,n/a,on mat on S-facing granite cliff in woods
707172,substrate,n/a,on dry rock wall over pool
707177,substrate,n/a,damp roadside
707181,substrate,n/a,on damp rock
707182,substrate,n/a,on trees
707184,substrate,n/a,on wet logs
707188,substrate,n/a,damp slope in Chamaecyparis forest
707189,substrate,n/a,in hillside bog
707192,substrate,n/a,humus at tree base
707193,substrate,n/a,in bog
707195,substrate,n/a,hummocks in open forest of bog slope
707197,substrate,n/a,on partly shaded humus of bog mat
707199,substrate,n/a,boggy forest floor
707200,substrate,n/a,forest floor
707201,substrate,n/a,boggy forest floor
707202,substrate,n/a,under shrubs at edge of bog
707210,substrate,n/a,bank of stream
707211,substrate,n/a,damp slope in Chamaecyparis forest
707212,substrate,n/a,on humid Chamaecyparis slopes
707213,substrate,n/a,forest thicket in bog
707215,substrate,n/a,forest floor
707216,substrate,n/a,on hummock on Chamaecyparis forest slope
707217,substrate,n/a,"boggy area, open forest"
707218,substrate,n/a,on rotting stump in bog
707220,substrate,n/a,on rotting stump in bog
707221,substrate,n/a,on bases of ash trunks in forested river bottom
707225,substrate,n/a,on old logs
707227,substrate,n/a,forest floor
707228,substrate,n/a,in spruce-cedar bog on hummocks
707229,substrate,n/a,on moist ground
707231,substrate,n/a,on moist shaded boulder at base of cliff wall along lake
707233,substrate,n/a,moist moss on overhanging basaltic ledges
707234,substrate,n/a,moderately moist densely shaded granite wall
707236,substrate,n/a,on vertical granite wall of shaded ravine
707242,substrate,n/a,"over basaltic talus boulders at foot of vertical rock wall, in bottom of gorge"
707245,substrate,n/a,base of a rotted log
707247,substrate,n/a,on rotting cedar log almost soil like in dense shade over fen pool
707250,substrate,n/a,on top of almost completely rotted stump
707254,substrate,n/a,on humus in swamp
707256,substrate,n/a,on humus and duff at base of dead stump in bog
707257,substrate,n/a,on rock
707258,substrate,n/a,in cedar swamp
707263,substrate,n/a,on rotten log in swampy woods
707265,substrate,n/a,on rotting stump in woods
707266,substrate,n/a,on humus over rock outcrop beside creek
707267,substrate,n/a,on well-rotted log
707268,substrate,n/a,at base of rotten stump
29390,substrate,n/a,On humus over rock outcrop in woods.
29416,substrate,n/a,On rotten log in cedar swamp.
707272,substrate,n/a,on rock
707274,substrate,n/a,on ground in bog
707277,substrate,n/a,on ground in woods
707278,substrate,n/a,on ground
707280,substrate,n/a,on logs and granite rock in moist deciduous forest
707285,substrate,n/a,on moist north facing gneiss cliff in large mats
707287,substrate,n/a,on small boulder under heavy maple stand
707289,substrate,n/a,on ground
707290,substrate,n/a,on humus over bluff
707298,substrate,n/a,on boulder
707300,substrate,n/a,on fallen logs and stumps in sugar maple forest
707302,substrate,n/a,on old rotting stub on densely wooded steep mossy slope of river bank
707305,substrate,n/a,at bases of mature white pine
707306,substrate,n/a,over large buttress root of white birch
