Collection,ID Number,Verbatim name,Parsed name
Vascular Plant,CAN 501200,Echinochloa pungens (Poir.) Rydb,Echinochloa pungens
Vascular Plant,CAN 486695,Papaver radicatum subsp. poplare,Papaver radicatum poplare
Vascular Plant,CAN 481354,Trifolium albopurpureum var. olivaceum,Trifolium albopurpureum olivaceum
Vascular Plant,CAN 476421,"Poa languida A.S. Hitchc., Poa sylvestris Gray",Poa languida sylvestris
Vascular Plant,CAN 501098,Echinocloa pungens (Poir.) Rydb.,Echinocloa pungens
Vascular Plant,CAN 476037,Senecio congestus var. palustris,Senecio congestus palustris
Vascular Plant,CAN 525607,Asplenium cyclosorum Rupr.,Asplenium cyclosorum
Vascular Plant,CAN 525605,Pteris aquilina L. var lanuginosa Bong.,Pteris aquilina lanuginosa
Vascular Plant,CAN 476419,Gentiana amarella L. ssp. acuta (Michx.) Hult. var. acuta,Gentiana amarella acuta acuta
Vascular Plant,CAN 364579,Polypodium vulgare ssp. columbianum,Polypodium vulgare columbianum
Vascular Plant,CAN 476516,Ranunculus hyperboreas Rottb.,Ranunculus hyperboreas
Vascular Plant,CAN 500958,Camptosaurus rhizophyllus (L.) Link,Camptosaurus rhizophyllus
Vascular Plant,CAN 525603,Phegopteris dryopteris (L.) Fee,Phegopteris dryopteris
Vascular Plant,CAN 500783,Oxalix europaea Jord.,Oxalix europaea
Vascular Plant,CAN 500784,Hieracium forentinum All.,Hieracium forentinum
Vascular Plant,CAN 490110,Festuca rubra L. nearest ssp. richardsonii (R. Br.) Hult.,Festuca rubra nearest richardsonii
Vascular Plant,CAN 485040,Dryas octopetala L. X chamissonis Juz.,Dryas octopetala × chamissonis
Vascular Plant,CAN 584887,Puccinellia bruggemanii,Puccinellia bruggemanii
Vascular Plant,CAN 466758,L. japonicus Willd. var. aleuticus (Greene) Fern.,L. japonicus aleuticus
Vascular Plant,CAN 494285,"Lathyrus japonicus Willd. var. glaber (Ser.) Fern., L. maritimus (L.) Bigel.",Lathyrus japonicus glaber maritimus
Vascular Plant,CAN 485085,Dryas chamissonis,Dryas chamissonis
Vascular Plant,CAN 328448,Lagotis glauca subsp. minor,Lagotis glauca minor
Vascular Plant,CAN 489052,Echinacea pallida Nutt. var. angustifolia (DC.) Cronq.,Echinacea pallida angustifolia
Vascular Plant,CAN 484719,Oxyria dignya (L.) Hill,Oxyria dignya
Vascular Plant,CAN 502300,Viburnum dentatum L. var lucidulum Ait.,Viburnum dentatum lucidulum
Vascular Plant,CAN 475279,Atriplex patula L. var. littoralis (L.) Gray,Atriplex patula littoralis
Vascular Plant,CAN 482417,Smilax lasioneura Hook.,Smilax lasioneura
Vascular Plant,CAN 400251,Prenanthes trifoliata,Prenanthes trifoliata
Vascular Plant,CAN 487734,Scirpus macrocarpus Pers.,Scirpus macrocarpus
Vascular Plant,CAN 220627,Hippurus vulgaris,Hippurus vulgaris
Vascular Plant,CAN 487744,Megalodontia beckii (Torr.) Greene,Megalodontia beckii
Vascular Plant,CAN 487746,Potamogeton interior Rydb.,Potamogeton interior
Vascular Plant,CAN 521405,Aster crenifolius Fern.,Aster crenifolius
Vascular Plant,CAN 465087,Botrychium ramosum,Botrychium ramosum
Vascular Plant,CAN 475659,Cassia laevigata M.V.G.,Cassia laevigata
Vascular Plant,CAN 475661,Dalea filiciformis Rob. & Green.,Dalea filiciformis
Vascular Plant,CAN 475662,Dalea uncifera Schl. & Ch.,Dalea uncifera
Vascular Plant,CAN 475663,Astragalus hypoleucus Schauer,Astragalus hypoleucus
Vascular Plant,CAN 475664,Phaseolus heterophyllus Willd.,Phaseolus heterophyllus
Vascular Plant,CAN 502955,Scolopendrium vulgare,Scolopendrium vulgare
Vascular Plant,CAN 487690,Chenopodium glaucum L. var. salinum (Standley) Boivin,Chenopodium glaucum salinum
Vascular Plant,CAN 474829,Sium sauve Walt.,Sium sauve
Vascular Plant,CAN 470261,Hieracium majus (Gray) Britt,Hieracium majus
Vascular Plant,CAN 487553,Artemisia absinthum L.,Artemisia absinthum
Vascular Plant,CAN 487840,Carex sychncocephala Carey,Carex sychncocephala
Vascular Plant,CAN 487844,Commandra richardsiana Fern.,Commandra richardsiana
Vascular Plant,CAN 487859,Carex bebbi Olney,Carex bebbi
Vascular Plant,CAN 487882,Commandra livida Richards.,Commandra livida
Vascular Plant,CAN 465150,Polypodium virginianum L. var. cambrioides,Polypodium virginianum cambrioides
Vascular Plant,CAN 475592,Polypodium polypodioides,Polypodium polypodioides
Vascular Plant,CAN 485718,Galium boreale L. var. intermedium DC.,Galium boreale intermedium
Vascular Plant,CAN 465410,Habenaria obtusa,Habenaria obtusa
Vascular Plant,CAN 482839,Saussurea viscida Hult. var. yukonensis (Pors.) Hult.,Saussurea viscida yukonensis
Vascular Plant,CAN 492948,Rhodendron lapponicum (L.) Wahl.,Rhodendron lapponicum
Vascular Plant,CAN 475724,Rhododendron conadense (L.) BSP.,Rhododendron conadense
Vascular Plant,CAN 485750,Campanula aparinoides Pursh var. aparinoides,Campanula aparinoides aparinoides
Vascular Plant,CAN 485766,Lactuca tatarica (L.) Meyer var. heterophylla (Nutt.) Boivin,Lactuca tatarica heterophylla
Vascular Plant,CAN 485776,Rumex salicifolius Weinm. ssp. triangulivalvis Danser var. triangulivalvis,Rumex salicifolius triangulivalvis triangulivalvis
Vascular Plant,CAN 485781,Achillea millefolia L.,Achillea millefolia
Vascular Plant,CAN 495249,Genista ovata Wald. & Kit.,Genista ovata
Vascular Plant,CAN 495354,F. elatior var. arundinacea,F. elatior arundinacea
Vascular Plant,CAN 492876,Phegopteris expansa (Presl.) Fraser-Jenkins & Jermy,Phegopteris expansa
Vascular Plant,CAN 492882,Coptis trifoliata (L.) Salisb.,Coptis trifoliata
Vascular Plant,CAN 520003,Festuca canadensis Alexeev.,Festuca canadensis
Vascular Plant,CAN 495322,C. nigromarginata Schw. var. elliptica (Boott) Gl.,C. nigromarginata elliptica
Vascular Plant,CAN 495341,Vaccinium macropcarpon Ait.,Vaccinium macropcarpon
Vascular Plant,CAN 495345,D. cristata var. clintoniana,D. cristata clintoniana
Vascular Plant,CAN 495349,Glyceria fernaldii,Glyceria fernaldii
Vascular Plant,CAN 470274,Chaenorrhinum minor (L.) Lange.,Chaenorrhinum minor
Vascular Plant,CAN 470278,Elaeagnus commutatus Bernh.,Elaeagnus commutatus
Vascular Plant,CAN 470286,Carex capilliaris L.,Carex capilliaris
Vascular Plant,CAN 485571,Pyrola uniflora L.,Pyrola uniflora
Vascular Plant,CAN 476393,Gentiana crinita Froel. var. tonsa (Lunell.) Boivin,Gentiana crinita tonsa
Vascular Plant,CAN 488955,Panicum languinosum Ell. var. implicatum (Scribn.) Fern.,Panicum languinosum implicatum
Vascular Plant,CAN 474231,Stelllaria longipes Goldie var. arenicola (Raup) Boivin,Stelllaria longipes arenicola
Vascular Plant,CAN 489015,"Chamaesaracha grandiflora (Hook.) Fern., Physalis grandiflora Hook.",Chamaesaracha grandiflora grandiflora
Vascular Plant,CAN 482541,Carex capillaris L. var. oblongata Olney,Carex capillaris oblongata
Vascular Plant,CAN 587990,Potamogeton filiformis var. borealis,Potamogeton filiformis borealis
Vascular Plant,CAN 470185,Helenium autumale L.,Helenium autumale
Vascular Plant,CAN 470204,Eriophorum viginicum L.,Eriophorum viginicum
Vascular Plant,CAN 470302,Solidago macrophyllus L.,Solidago macrophyllus
Vascular Plant,CAN 470309,Epilobium hornmanni Reichenb.,Epilobium hornmanni
Vascular Plant,CAN 226699,Aster simplex var. ramosissimus,Aster simplex ramosissimus
Vascular Plant,CAN 469779,Carex vulpinoides Michaux,Carex vulpinoides
Vascular Plant,CAN 542851,Euphorbia helioscopa L.,Euphorbia helioscopa
Vascular Plant,CAN 470439,Echinochloa crusgallii (L.) Beauv.,Echinochloa crusgallii
Vascular Plant,CAN 470446,Pilea pumilia (L.) Gray,Pilea pumilia
Vascular Plant,CAN 470236,Rumex maritima L.,Rumex maritima
Vascular Plant,CAN 470241,Carex subspathaceae,Carex subspathaceae
Vascular Plant,CAN 481973,G. dryopteris ssp. dryopterisGymnocarpium x intermedium Sarvela,G. dryopteris dryopteris × intermedium
Vascular Plant,CAN 480481,Centaurea montanum Lem.,Centaurea montanum
Vascular Plant,CAN 482713,Cardamine pratensis L. ssp. angustifolium (Hook.) A.E. Schultz,Cardamine pratensis angustifolium
Vascular Plant,CAN 482715,Cerastium beringianum Cham. & Schl. var. grandiflorum (Fenzl.) Hult.,Cerastium beringianum grandiflorum
Vascular Plant,CAN 488041,Erigonum flavum Nutt.,Erigonum flavum
Vascular Plant,CAN 482512,Lappula occidentalis (S. Wats.) Greene,Lappula occidentalis
Vascular Plant,CAN 524215,Petalostemon candidum (Willd.) Michaux,Petalostemon candidum
Vascular Plant,CAN 487443,Gentianopsis crinita (Froel.) Ma ssp. procera (Holm) J. Gillett,Gentianopsis crinita procera
Vascular Plant,CAN 482560,Ranunculus scleratus L. var. multifidus Nutt.,Ranunculus scleratus multifidus
Vascular Plant,CAN 484249,Cerastium arctium Lge.,Cerastium arctium
Vascular Plant,CAN 490159,Grymnocarpium robertianum (Hoffm.) Newm.,Grymnocarpium robertianum
Vascular Plant,CAN 485815,Eupatorium purpureum L. var. maculatum (L.) Darl.,Eupatorium purpureum maculatum
Vascular Plant,CAN 488012,Commandra umbellata (L.) Nutt.,Commandra umbellata
Vascular Plant,CAN 487519,Petasites sagittus (Pursh) Gray,Petasites sagittus
Vascular Plant,CAN 469776,Danthonia spicatum (L.) Beauv.,Danthonia spicatum
Vascular Plant,CAN 534882,Echinochloa wiegandii,Echinochloa wiegandii
Vascular Plant,CAN 485838,Fragaria virginiensis Dcne,Fragaria virginiensis
Vascular Plant,CAN 485609,Salix cordata Michaux var. cordata,Salix cordata cordata
Vascular Plant,CAN 475067,Aster macrophylla L.,Aster macrophylla
Vascular Plant,CAN 472984,Festuca rubra L.  ssp. aucta (Krecz. & Bobr.) Hult.,Festuca rubra aucta
Vascular Plant,CAN 475200,Matricaria matricariodes (Less.) Porter,Matricaria matricariodes
Vascular Plant,CAN 469214,Euphrasia borealis,Euphrasia borealis
Vascular Plant,CAN 482373,Carex pensylvanica Lam. var. digyna Boeck,Carex pensylvanica digyna
Vascular Plant,CAN 476370,Potentilla gracilis Dougl. var. pulcherrima (Lehm.) Fern.,Potentilla gracilis pulcherrima
Vascular Plant,CAN 487916,Vaccinium vitis-idea L.,Vaccinium vitis-idea
Vascular Plant,CAN 487904,Scheuzeria palustris L.,Scheuzeria palustris
Vascular Plant,CAN 488023,Helianthus laetiflorus Pers. var. subrhomboideus (Rydb.) Fern.,Helianthus laetiflorus subrhomboideus
Vascular Plant,CAN 488095,Aster brachyatis Blake,Aster brachyatis
Vascular Plant,CAN 490181,Rorripa islandica (Oeder) Borbas,Rorripa islandica
Vascular Plant,CAN 482451,Heuchera richardsiana R. Br.,Heuchera richardsiana
Vascular Plant,CAN 482454,Silene antirhinna L.,Silene antirhinna
Vascular Plant,CAN 492811,Salix arctophila X herbacea,Salix arctophila × herbacea
Vascular Plant,CAN 474983,Vicia angustifolia Reich,Vicia angustifolia
Vascular Plant,CAN 475512,Lycopodium tristachyum Pursh var. habereri,Lycopodium tristachyum habereri
Vascular Plant,CAN 475554,Athyrium pynocarpon (Spreng.) Tidestr.,Athyrium pynocarpon
Vascular Plant,CAN 469798,Carex hirtafolia Mack.,Carex hirtafolia
Vascular Plant,CAN 521824,Panicum depauperatum var. involutum (Torr.) A. Wood,Panicum depauperatum involutum
Vascular Plant,CAN 492308,"Festuca campestris Rydb., Festuca altaica Trin., Festuca scabrella Torr.",Festuca campestris altaica scabrella
Vascular Plant,CAN 489529,"Festuca campestris Rydb., Festuca scabrella Torr., F. altaica Trin.",Festuca campestris scabrella altaica
Vascular Plant,CAN 469816,Carex curta Good var. curta,Carex curta curta
Vascular Plant,CAN 469819,Polypodium hesperinum Maxon,Polypodium hesperinum
Vascular Plant,CAN 470171,Lycopersicum esculentum Mill.,Lycopersicum esculentum
Vascular Plant,CAN 482390,Astragalus coryocarpus Ker,Astragalus coryocarpus
Vascular Plant,CAN 494772,"Festuca elatior L., Calamovilfa longifolia (Hook) Scribn.",Festuca elatior longifolia
Vascular Plant,CAN 95678,Scutellaria epilobifolia,Scutellaria epilobifolia
Vascular Plant,CAN 488802,G. lepidota Nutt. ex Pursh var. glutinosa (Nutt. ex Torr. & Gray) S. Wats.,G. lepidota glutinosa
Vascular Plant,CAN 465154,Cyperus inflexus Muhlenb.,Cyperus inflexus
Vascular Plant,CAN 485658,Epilobium alpinum L. var. lactiflorum (Hausskn.) Hitchc.,Epilobium alpinum lactiflorum
Vascular Plant,CAN 485575,Rubus pubescens Raf. var. paracaulis (Bailey) Boivin,Rubus pubescens paracaulis
Vascular Plant,CAN 493723,Potamogeton filiformis var. tenuissimus,Potamogeton filiformis tenuissimus
Vascular Plant,CAN 490145,Festuca altaica ssp. altaica,Festuca altaica altaica
Vascular Plant,CAN 485693,Carex cf. angustica Mack.,Carex angustica
Vascular Plant,CAN 485540,Streptopus amplexicaufolius (L.) DC. var. americanus Schultes,Streptopus amplexicaufolius americanus
Vascular Plant,CAN 485616,Erysimum cheirantoides L.,Erysimum cheirantoides
Vascular Plant,CAN 485617,Urtica procera L. var. procera (Muhlenb.) Wedd.,Urtica procera procera
Vascular Plant,CAN 474742,Pteridium acquilinum (L.) Kuhn.,Pteridium acquilinum
Vascular Plant,CAN 483917,Salix purpurpea L.,Salix purpurpea
Vascular Plant,CAN 483934,Salix interior Rowlee X petiolaris J.E. Sm.,Salix interior × petiolaris
Vascular Plant,CAN 525663,Trautvetteria grandis Nutt.,Trautvetteria grandis
Vascular Plant,CAN 530792,Puccinellia agrostida,Puccinellia agrostida
Vascular Plant,CAN 525666,Ranunculus bongardii Greene,Ranunculus bongardii
Vascular Plant,CAN 525670,Actaea arguta Nutt.,Actaea arguta
Vascular Plant,CAN 525691,Saxifraga bongardi Prest.,Saxifraga bongardi
Vascular Plant,CAN 525701,Rubus melanolasius Focke,Rubus melanolasius
Vascular Plant,CAN 525702,Fragaria bracteteata Heller,Fragaria bracteteata
Vascular Plant,CAN 525707,Spiraea douglasii Hook. var. menzies Presl.,Spiraea douglasii menzies
Vascular Plant,CAN 525708,Spiraea discolor Pursh.,Spiraea discolor
Vascular Plant,CAN 525713,Pyrus diversifolia Bong.,Pyrus diversifolia
Vascular Plant,CAN 525714,Pyrus sitchensis (Roem) Piper,Pyrus sitchensis
Vascular Plant,CAN 69490,Amelanchier florida,Amelanchier florida
Vascular Plant,CAN 525721,Trifolium fimbriatum Lindl.,Trifolium fimbriatum
Vascular Plant,CAN 525724,Vicia gigantea Hook.,Vicia gigantea
Vascular Plant,CAN 525743,Osmorrhiza liebergii C. & R.,Osmorrhiza liebergii
Vascular Plant,CAN 525748,Coelopleurum longipes C. & R.,Coelopleurum longipes
Vascular Plant,CAN 525764,Pyrola bracteata Hook.,Pyrola bracteata
Vascular Plant,CAN 87507,Cladothamnus pyrolaeflorus Bong.,Cladothamnus pyrolaeflorus
Vascular Plant,CAN 525779,Menyanthes crista-galli,Menyanthes crista-galli
Vascular Plant,CAN 525782,Amsinckia lycopsoides Lehm. var. bracteosa Gray,Amsinckia lycopsoides bracteosa
Vascular Plant,CAN 525788,Penstemon menziesii Hook,Penstemon menziesii
Vascular Plant,CAN 525809,Campanula rotundifolia L. var petiolata (DC),Campanula rotundifolia petiolata
Vascular Plant,CAN 525829,Carduus edulis Greene,Carduus edulis
Vascular Plant,CAN 529705,Cyperus lupulinus (Spreng.) Marks ssp. macilentus (Fern.) Marks,Cyperus lupulinus macilentus
Vascular Plant,CAN 525805,Symphoricarpus racemosa Michx.,Symphoricarpus racemosa
Vascular Plant,CAN 513492,Festuca rubra L. ssp. richardsoni (Hook.) Hult.,Festuca rubra richardsoni
Vascular Plant,CAN 512729,Salix nigra var. vallicola Dudley,Salix nigra vallicola
Vascular Plant,CAN 512453,Salix gooddingii Ball var. vallicola (Dudley) Ball,Salix gooddingii vallicola
Vascular Plant,CAN 503879,"F. ovina L. var. brachyphylla Schultes., F. brevifolia, F. ovina ssp euovina",F. ovina brachyphylla brevifolia
Vascular Plant,CAN 514463,"Festuca brachyphylla Schultes, F. ovina var. brachyphylla",Festuca brachyphylla ovina brachyphylla
Vascular Plant,CAN 514458,"Festuca ovina L. var. brachyphylla (Schult.) Piper, F. brachyphylla, F. ovina",Festuca ovina brachyphylla brachyphylla
Vascular Plant,CAN 503876,"Festuca ovina L. ssp euovina var. supina, F. brevifolia",Festuca ovina euovina supina
Vascular Plant,CAN 527516,Althaea rosea L.,Althaea rosea
Vascular Plant,CAN 527526,Nicotiana alata Link & Otto var. grandiflora,Nicotiana alata grandiflora
Vascular Plant,CAN 504215,"Festuca frederikseniae Alexeev, F. ovina var. brachyphylla",Festuca frederikseniae ovina brachyphylla
Vascular Plant,CAN 514435,"F. villosa-vivipara, F. ovina var. duriuscula f. villosa-vivipara Rosenv.",F. villosa-vivipara
Vascular Plant,CAN 531502,Gymnocarpium dryopteris ssp. disjunctum,Gymnocarpium dryopteris disjunctum
Vascular Plant,CAN 523372,Lathyrus japonicus var. pellitus f. candidus,Lathyrus japonicus pellitus candidus
Vascular Plant,CAN 527941,Sedum rosea (L.) Scop. ssp. integrifolia (Raf.) Hulten,Sedum rosea integrifolia
Vascular Plant,CAN 382593,Elymus arenarius ssp. mollis,Elymus arenarius mollis
Vascular Plant,CAN 529320,Festuca altaica Trin. ssp. hallii (Vasey) Harms,Festuca altaica hallii
Vascular Plant,CAN 514425,"Festuca subverticillata Pers., F. nutans Spreng.",Festuca subverticillata nutans
Vascular Plant,CAN 530297,Hypericum boreale forma callitrichoides,Hypericum boreale callitrichoides
Vascular Plant,CAN 535813,Potentilla nivea var. hookerana,Potentilla nivea hookerana
Vascular Plant,CAN 529526,Artemesia richardsoniana,Artemesia richardsoniana
Vascular Plant,CAN 533582,Deschampsia cespitosa var. parviflora (Thuill.) Dum.,Deschampsia cespitosa parviflora
Vascular Plant,CAN 126777,Agropyron trachycaulon,Agropyron trachycaulon
Vascular Plant,CAN 530947,Salix petiolaris var. gracilis,Salix petiolaris gracilis
Vascular Plant,CAN 54895,Melandrium affinis,Melandrium affinis
Vascular Plant,CAN 533585,Dactylis polygama Horvat.,Dactylis polygama
Vascular Plant,CAN 533572,Deschampsia bottnica,Deschampsia bottnica
Vascular Plant,CAN 533705,Helictotrichon pratense (L.) Pilger,Helictotrichon pratense
Vascular Plant,CAN 533589,Bromus hordeaceus L. var. leiostachyus Hartm.,Bromus hordeaceus leiostachyus
Vascular Plant,CAN 530956,Salix alba x Salix fragilis,Salix alba × Salix fragilis
Vascular Plant,CAN 586791,Spirea beauverdiana,Spirea beauverdiana
Vascular Plant,CAN 530876,Hedysarum mackenzie,Hedysarum mackenzie
Vascular Plant,CAN 530883,Elymus violaceum,Elymus violaceum
Vascular Plant,CAN 527696,Delphinium ajacis L.,Delphinium ajacis
Vascular Plant,CAN 532249,Salix interior var. exterior,Salix interior exterior
Vascular Plant,CAN 512722,"Salix glaucops And., Salix arbusculoides Anders.",Salix glaucops arbusculoides
Vascular Plant,CAN 512721,Salix alba L. x vitellina Stokes,Salix alba × vitellina
Vascular Plant,CAN 517250,"Salix taxifolia var. taxifolia Kunth, S. taxifolia",Salix taxifolia taxifolia taxifolia
Vascular Plant,CAN 517030,Smilax herbacea L. var. lasioneura (Hook.) A. DC.,Smilax herbacea lasioneura
Vascular Plant,CAN 517054,Partheoncissus vitacea (Knerr.) A.S. Hitchc.,Partheoncissus vitacea
Vascular Plant,CAN 503081,"Dryopteris robertiana (Hoffm.) Chr., Phegopteris robertiana (Hoffm.) A. Br.",Dryopteris robertiana robertiana
Vascular Plant,CAN 521313,Utricularis vulgaris L.,Utricularis vulgaris
Vascular Plant,CAN 117606,Atriplex hastata,Atriplex hastata
Vascular Plant,CAN 503332,"Centaurea x pratensis Thuill., C. nigra",Centaurea pratensis nigra
Vascular Plant,CAN 518057,Silene affine J. Vahl,Silene affine
Vascular Plant,CAN 91917,Statice labradorica var. submutica,Statice labradorica submutica
Vascular Plant,CAN 524496,Specularia perfoliata (L.) A. DC.,Specularia perfoliata
Vascular Plant,CAN 528646,"Festuca arundinacea Schreb., Festuca elatior",Festuca arundinacea elatior
Vascular Plant,CAN 521027,Gnaphalium uliginosa L.,Gnaphalium uliginosa
Vascular Plant,CAN 521109,Panicum subvillosum,Panicum subvillosum
Vascular Plant,CAN 513987,Elyleymus palmerensis (Lepage)Barkworth&Dewey,Elyleymus palmerensis
Vascular Plant,CAN 513988,Elymus canadensis x Agropyron repens,Elymus canadensis × Agropyron repens
Vascular Plant,CAN 536407,Rhamnus frangula var. angustifolia,Rhamnus frangula angustifolia
Vascular Plant,CAN 529631,Asplenium thelypterioides (Michx.) Desv.,Asplenium thelypterioides
Vascular Plant,CAN 504965,Crataegus sylvestris Sarg.,Crataegus sylvestris
Vascular Plant,CAN 505023,Carex complanata Torr. & Hook. var. hirsuta (Bailey) Gl.,Carex complanata hirsuta
