skey,site_id,start_latitude,start_longitude,start_latitude_dec,start_longitude_dec,problem
915,45227554,45° 22' N,7542--W ,45.366667,,degrees impossible
1223,L 59144,44° 39' N,8038--W ,44.65,,degrees impossible
1231,L 37755,46° 42' N,6057--W ,46.7,,degrees impossible
1243,L 66679,48° 39' N,08700-W ,48.65,,degrees impossible
1530,CANL 36012,56° 45' N,8845--W ,56.75,,degrees impossible
1531,L 31340,54° 44' N,8224--W ,54.733333,,degrees impossible
1570,L 43288,47° 43' N,5909--W ,47.716667,,degrees impossible
1632,L 27794,91° 45' N,79° 25' W,91.75,-79.416667,"off Earth or 0,0"
1713,RDC 1994.V.23-HO,15° 3' N,8452--W ,15.05,,degrees impossible
1753,L 27859,91° 45' N,79° 25' W,91.75,-79.416667,"off Earth or 0,0"
2254,PET 1969 1,18° 56' N,0725--E ,18.933333,,degrees impossible
2328,L 48802,53° 43' N,6935--W ,53.716667,,degrees impossible
2400,L 48803,53° 20' N,6954--W ,53.333333,,degrees impossible
2404,L 31763,60° 50' N,7756--W ,60.833333,,degrees impossible
2565,L 27792,91° 45' N,-79° 25' W,91.75,-79.416667,"off Earth or 0,0"
2773,CANL 31796,91° 45' N,79° 25' W,91.75,-79.416667,"off Earth or 0,0"
2774,L 27865,91° 45' N,79° 25' W,91.75,-79.416667,"off Earth or 0,0"
2781,L 27833,91° 45' N,79° 25' W,91.75,-79.416667,"off Earth or 0,0"
2808,L 27828,91° 45' N,79° 25' W,91.75,-79.416667,"off Earth or 0,0"
2829,ELB 1959 V17,"50° 31' 26"" N","126° 33' 60"" W",50.523889,-126.566667,seconds too large
2934,L 95746,79° 15' N,78° 81' W,79.25,-79.35,minutes too large
2991,L 71143,48° 70' N,125° 10' W,49.166667,-125.166667,minutes too large
3158,L 16956,44° 50' N,7531--W ,44.833333,,degrees impossible
3191,L 55781,47° 13' N,6150--W ,47.216667,,degrees impossible
3646,ELB 1963 W15,"41° 23' 60"" N","70° 28' 15"" W",41.4,-70.470833,seconds too large
3749,CAN 262020,"65° 15' 42"" N","84° 43' 68"" W",65.261667,-84.735556,seconds too large
4364,L 77033,48° 21' N,8847--W ,48.35,,degrees impossible
4366,L 22789,48° 40' N,8845--W ,48.666667,,degrees impossible
4380,L 53929,512--N W,76° 55' ,,-76.916667,degrees impossible
13761,CMNC 1980-0272,46° 54' N,6703--W ,46.9,,degrees impossible
13762,CMNC 1980-0273,47° 19' N,6809--W ,47.316667,,degrees impossible
14623,CMNC 1989-0812,"30° 0' 36"" N",855412W ,30.01,,degrees impossible
15228,ELB 1957 2C01,"44° 13' 53"" N","80° 49' 60"" W",44.231389,-80.833333,seconds too large
21375,CANM 197415,"18° 6' 0"" N","76° 37' 60"" W",18.1,-76.633333,seconds too large
21530,CANM 232930,66° 60' N,119° 0' W,67.0,-119.0,minutes too large
22286,CANM 105499,47° 53' N,5410--W ,47.883333,,degrees impossible
26930,CANM 260431,"55° 91' 12"" N","85° 14' 26"" W",56.52,-85.240556,minutes too large
26933,CANM 242689,"56° 45' 35"" N","88° 4538' 30"" W",56.759722,-163.641667,minutes too large
28036,CANM 131940,"43° 56' 60"" N","79° 51' 18"" W",43.95,-79.855,seconds too large
30728,CANM 243312,46° 53' N,84° 3029' W,46.883333,-134.483333,minutes too large
33393,CANM 198754,453557-N W,"78° 32' 18"" ",,-78.538333,degrees impossible
36945,CMNFI 1980-0009,"45° 33' 84"" N","80° 21' 9"" W",45.573333,-80.3525,seconds too large
43159,CMNFI 1986-0633,45° 93' N,"94° 40' 5"" W",46.55,-94.668056,minutes too large
58992,CMNFI 1973-0191,68° 28' N,,68.466667,,incomplete pair
73056,CANL 95964,,115° 23' ,,-115.383333,incomplete pair
73714,CANL 97551,6344° N,6826.4° W,6344.0,-6826.4,"off Earth or 0,0"
74045,CANL 98330,4455-N W,65° 17' ,,-65.283333,degrees impossible
74146,CANL 98431,44° 37' N,6334--W ,44.616667,,degrees impossible
76981,CMNAR 10200,"36° 35' 24"" N",,36.59008,-93.834442,incomplete pair
79417,CMNAR 12390,24° 34' N,,24.566667,,incomplete pair
83040,CMNAR 1565,46° 8' N,63° 67' W,46.133333,-64.116667,minutes too large
83051,CMNAR 1566,46° 8' N,63° 67' W,46.133333,-64.116667,minutes too large
87156,CMNAR 19382,"43° 333' 48"" N","80° 6' 10"" W",48.563333,-80.102778,minutes too large
89773,CMNAR 21753,24° 34' N,,24.566667,,incomplete pair
100374,CMNAR 890,24° 34' N,,24.566667,,incomplete pair
103663,CAN 232913,54° 25' N,,54.416667,,incomplete pair
103693,CAN 48108,48° 37' N,5838--W ,48.616667,,degrees impossible
103705,CAN 47847,48° 33' N,5838--W ,48.55,,degrees impossible
103815,CAN 109302,53° 30' N,,53.5,,incomplete pair
103927,CAN 102946,49° 38' N,11440-W ,49.633333,,degrees impossible
104000,CAN 106061,49° 29' N,5744--W ,49.483333,,degrees impossible
104101,CAN 105263,67° 42' N,,67.7,,incomplete pair
104102,CAN 281540,70° 40' N,,70.666667,,incomplete pair
104229,CAN 37532,69° 15' N,,69.25,,incomplete pair
104230,CAN 37377,61° N,,61.0,,incomplete pair
104254,CAN 39461,"69° 55' 60"" N","54° 15' 0"" W",69.933333,-54.25,seconds too large
104290,CAN 61729,48° 45' N,6700--W ,48.75,,degrees impossible
104808,CAN 246879,52° N,,52.0,,incomplete pair
104825,CAN 37536,66° 32' N,,66.533333,,incomplete pair
104968,CAN 232336,54° 25' N,,54.416667,,incomplete pair
104989,CAN 121696,54° N,,54.0,,incomplete pair
105052,CAN 234482,54° 12' N,,54.2,,incomplete pair
105087,CAN 234516,53° 60' N,78° 60' W,54.0,-79.0,minutes too large
105117,CAN 64837,52° N,,52.0,,incomplete pair
107234,CAN 89323,52° 5' N,,52.083333,,incomplete pair
107596,CAN 38370,68° 55' N,,68.916667,,incomplete pair
108261,CAN 37968,65° 30' N,,65.5,,incomplete pair
109368,CAN 260718,53° 5' N,230° W,53.083333,-230.0,"off Earth or 0,0"
111704,CAN 105687,68° 55' N,,68.916667,,incomplete pair
111766,CAN 108866,68° 40' N,,68.666667,,incomplete pair
111769,CAN 72596,62° 2' N,,62.033333,,incomplete pair
111772,CAN 233988,62° N,,62.0,,incomplete pair
111864,CAN 61972,68° N,,68.0,,incomplete pair
112320,CAN 35514,6333-N W,137° 27' ,,-137.45,degrees impossible
112644,CAN 35182,69° 14' N,,69.233333,,incomplete pair
112712,CAN 234045,82° 30' N,,82.5,,incomplete pair
114553,CAN 195114,39° N,,39.0,,incomplete pair
118573,CAN 307713,48° 66' N,69° 4' W,49.1,-69.066667,minutes too large
122295,CAN 353159,"68° 41' 35"" N",1340735 ,68.693056,,degrees impossible
128076,CAN 449691,82° 31' N,06215-W ,82.516667,,degrees impossible
133097,CAN 458310,0S,,,,incomplete pair
133098,CAN 458311,0S,,,,incomplete pair
133102,CAN 458315,0S,,,,incomplete pair
133144,CAN 458357,0S,,,,incomplete pair
133189,CAN 458402,0S,,,,incomplete pair
133214,CAN 458427,0S,,,,incomplete pair
133215,CAN 458428,0S,,,,incomplete pair
133219,CAN 458432,0S,,,,incomplete pair
133432,CAN 463037,0S,,,,incomplete pair
133433,CAN 463038,0S,,,,incomplete pair
133441,CAN 463046,0S,,,,incomplete pair
133442,CAN 463047,0S,,,,incomplete pair
133456,CAN 463061,0S,,,,incomplete pair
134474,CAN 456399,"45° 29' 27"" N",0745006--W ,45.490833,,degrees impossible
134711,CAN 463611,0S,,,,incomplete pair
140887,CAN 445012,"46° 18' 30"" N",72° 83' W,46.308333,-73.383333,minutes too large
142832,CAN 499516,,115° 17' ,,-115.283333,incomplete pair
146308,CAN 476177,53° 35' N,607° W,53.583333,-607.0,"off Earth or 0,0"
151536,CAN 495675,641--N W,96° 3' ,,-96.05,degrees impossible
152616,CAN 501115,4511735N W,"75° 33' 52"" ",,-75.564444,degrees impossible
163965,CAN 507127,62° 4' N,649° W,62.066667,-649.0,"off Earth or 0,0"
167323,CAN 514511,55° 7' N,,55.116667,,incomplete pair
170985,CAN 513196,72° 46' N,,72.766667,,incomplete pair
171470,CAN 511942,54° 15' N,,54.25,,incomplete pair
180282,CMNMA 7865,49° 17' N,,49.283333,,incomplete pair
190518,CMNMA 18104,63° 44' N,,63.733333,,incomplete pair
224386,CMNMA 60000,23° 34' N,640° W,23.566667,-640.0,"off Earth or 0,0"
224390,CMNMA 60004,"12° 0' 1"" S",20204E ,-12.000278,,degrees impossible
225907,CMNAV S5929,"76° 24' 5"" N",443615W ,76.401389,,degrees impossible
225914,CMNAV S5936,51° 44' N,5625W ,51.733333,,degrees impossible
225915,CMNAV S5937,51° 41' N,5631W ,51.683333,,degrees impossible
225916,CMNAV S5938,51° 44' N,5623W ,51.733333,,degrees impossible
225922,CMNAV S5944,51° 44' N,562430W ,51.733333,,degrees impossible
225923,CMNAV S5945,51° 45' N,5620W ,51.75,,degrees impossible
225924,CMNAV S5946,51° 44' N,562430W ,51.733333,,degrees impossible
225944,CMNAV S5966,51° 44' N,5623W ,51.733333,,degrees impossible
225947,CMNAV S5969,51° 44' N,562430W ,51.733333,,degrees impossible
226265,CMNAV Z000033,60° 50' N,9425W ,60.833333,,degrees impossible
226266,CMNAV Z000034,60° 50' N,9425W ,60.833333,,degrees impossible
226267,CMNAV Z000035,60° 50' N,9425W ,60.833333,,degrees impossible
226273,CMNAV Z000041,60° 50' N,9425W ,60.833333,,degrees impossible
226274,CMNAV Z000042,60° 50' N,9425W ,60.833333,,degrees impossible
226275,CMNAV Z000043,60° 50' N,9425W ,60.833333,,degrees impossible
226276,CMNAV Z000044,60° 50' N,9425W ,60.833333,,degrees impossible
226421,CMNMA Z000192,47° 43' N,8019W ,47.716667,,degrees impossible
226548,CMNMA Z000320,7543N,9825W,,,degrees impossible
226843,CMNMA Z000616,55° 48' N,7955W ,55.8,,degrees impossible
226850,CMNFI Z000623,65° 12' N,6730W ,65.2,,degrees impossible
227002,CMNMA Z000775,"66° 16' 3"" N",,66.2675,,incomplete pair
227003,CMNMA Z000776,"66° 16' 3"" N",,66.2675,,incomplete pair
227004,CMNMA Z000777,"66° 16' 3"" N",,66.2675,,incomplete pair
227005,CMNMA Z000778,"66° 16' 3"" N",,66.2675,,incomplete pair
227730,NMCZ001611,46° 14' N,6017W ,46.233333,,degrees impossible
229243,CMNI 1982-0038,51° 43' N,,51.716667,,incomplete pair
229246,CMNI 1982-0041,,"130° 6' 0"" W",,-130.1,incomplete pair
229251,CMNI 1981-0576,26° 40' N,,26.666667,,incomplete pair
229259,CMNI 1981-0577,33° 5' N,,33.083333,,incomplete pair
229737,CMNI 1985-0117,,"57° 18' 0"" ",,-57.3,incomplete pair
230778,CMNI 1986-0881,,"79° 11' 0"" ",,-79.183333,incomplete pair
230802,CMNI 1981-0610,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
232154,CMNI 1989-0155,"50° 28' 15"" N","127° 52' 75"" W",50.470833,-127.8875,seconds too large
233372,CMNI 1900-2670,"62° 42' 0"" N","42° 65' 13"" W",62.7,-43.086944,minutes too large
233405,CMNI 1982-1486,"50° 39' 48"" N","128° 67' 18"" W",50.663333,-129.121667,minutes too large
233702,CMNI 1979-1571,"45° 7' 48"" N","64° 22' 60"" W",45.13,-64.383333,seconds too large
234157,CMNI 1900-2325,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
234158,CMNI 1900-2332,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
234345,CMNI 1900-2186,"58° 50' 0"" N","681° 80' 0"" W",58.833333,-682.333333,"off Earth or 0,0"
234346,CMNI 1900-2333,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
234433,CMNI 1900-2331,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
234665,CMNI 1900-2330,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
234685,CMNI 1900-2329,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
234732,CMNI 1900-0898,"51° 1' 0"" N",,51.016667,,incomplete pair
234770,CMNI 1900-2326,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
235144,CMNI 1900-2335,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
235456,CMNI 1900-2327,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
235690,CMNI 1900-2334,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
236007,CMNI 1900-2328,"62° 74' 0"" N","65° 26' 30"" W",63.233333,-65.441667,minutes too large
238799,CMNPA 1981-0005,"15° 40' 0"" S",,-15.666667,,incomplete pair
238800,CMNPA 1981-0006,"12° 40' 0"" S",,-12.666667,,incomplete pair
238801,CMNPA 1981-0007,"15° 0' 0"" S",,-15.0,,incomplete pair
238802,CMNPA 1981-0008,"12° 40' 0"" S",,-12.666667,,incomplete pair
238803,CMNPA 1981-0009,"12° 40' 0"" S",,-12.666667,,incomplete pair
239582,CMNPA 1983-0007,533300N,1132800W,,,degrees impossible
252850,CMNAV S123,"33° 45' 0"" N","100° 80' 0"" W",33.75,-101.333333,minutes too large
254202,CMNAV 66536,"22° 20' 0"" S","65° 95' 50"" W",-22.333333,-66.597222,minutes too large
254203,CMNAV 66537,"22° 20' 0"" S","65° 95' 0"" W",-22.333333,-66.583333,minutes too large
254204,CMNAV 66538,"22° 20' 0"" N","65° 95' 0"" W",22.333333,-66.583333,minutes too large
254309,CMNAV 66643,"35° 38' 0"" N","140° 70' 0"" E",35.633333,141.166667,minutes too large
254322,CMNAV 66656,"3° 22' 80"" N","130° 12' 0"" E",3.388889,130.2,seconds too large
254347,CMNAV 66681,"22° 20' 0"" S","65° 95' 50"" W",-22.333333,-66.597222,minutes too large
254348,CMNAV 66682,"22° 20' 0"" S","65° 95' 50"" W",-22.333333,-66.597222,minutes too large
254917,CMNAV 67166,"49° 63' 0"" N","95° 58' 0"" W",50.05,-95.966667,minutes too large
255366,CMNAV 67615,"49° 68' 0"" N","102° 59' 0"" W",50.133333,-102.983333,minutes too large
256368,CMNAV 68504,"54° 88' 0"" N","66° 50' 0"" W",55.466667,-66.833333,minutes too large
256918,CMNAV 69054,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256919,CMNAV 69055,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256920,CMNAV 69056,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256921,CMNAV 69057,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256922,CMNAV 69058,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256923,CMNAV 69059,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256924,CMNAV 69060,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256925,CMNAV 69061,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256926,CMNAV 69062,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256927,CMNAV 69063,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256928,CMNAV 69064,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256929,CMNAV 69065,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256930,CMNAV 69066,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256931,CMNAV 69067,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256932,CMNAV 69068,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256933,CMNAV 69069,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256934,CMNAV 69070,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256935,CMNAV 69071,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256936,CMNAV 69072,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256937,CMNAV 69073,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256938,CMNAV 69074,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256939,CMNAV 69075,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256940,CMNAV 69076,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256941,CMNAV 69077,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256942,CMNAV 69078,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256943,CMNAV 69079,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256944,CMNAV 69080,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256945,CMNAV 69081,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
256946,CMNAV 69082,"79° 90' 0"" N","76° 0' 0"" W",80.5,-76.0,minutes too large
259652,CMNAV 64271,"15° 30' 0"" N","880° 0' 0"" W",15.5,-880.0,"off Earth or 0,0"
262736,CMNAV 55485,"1° 30' 0"" S","79° 60' 0"" W",-1.5,-80.0,minutes too large
264640,CMNAV 57393,"37° 13' 60"" N","121° 57' 9"" W",37.233242,-121.952568,seconds too large
266986,CMNAV 59748,"48° 15' 0"" N","76° 90' 0"" W",48.25,-77.5,minutes too large
267784,CMNAV 60548,"71° 60' 0"" N","156° 50' 0"" W",72.0,-156.833333,minutes too large
269429,CMNAV 62197,48° 13' N,6602--W ,48.216667,,degrees impossible
269430,CMNAV 62198,48° 13' N,6602--W ,48.216667,,degrees impossible
269431,CMNAV 62199,48° 13' N,6602--W ,48.216667,,degrees impossible
269432,CMNAV 62200,48° 13' N,6602--W ,48.216667,,degrees impossible
270597,CMNAV 63365,"44° 11' 0"" N",076900W ,44.183333,,degrees impossible
270598,CMNAV 63366,"44° 11' 0"" N",076900W ,44.183333,,degrees impossible
270599,CMNAV 63367,"44° 11' 0"" N",076900W ,44.183333,,degrees impossible
270600,CMNAV 63368,"44° 11' 0"" N",076900W ,44.183333,,degrees impossible
270601,CMNAV 63369,"44° 11' 0"" N",076900W ,44.183333,,degrees impossible
270602,CMNAV 63370,"44° 11' 0"" N",076900W ,44.183333,,degrees impossible
270603,CMNAV 63371,"44° 11' 0"" N",076900W ,44.183333,,degrees impossible
272590,CMNAV 1965,49° 40' N,108° 70' W,49.666667,-109.166667,minutes too large
272591,CMNAV 1966,49° 40' N,108° 70' W,49.666667,-109.166667,minutes too large
272593,CMNAV 1968,49° 40' N,108° 70' W,49.666667,-109.166667,minutes too large
274319,CMNAV 3701,43° 28' N,6536--W ,43.466667,,degrees impossible
277669,CMNAV 7201,"34° 8' 25"" N","84° 16' 60"" W",34.140243,-84.28329,seconds too large
279912,CMNAV 29348,"37° 57' 0"" N","120° 75' 0"" W",37.95,-121.25,minutes too large
279937,CMNAV 29373,66° 43' N,7300--W ,66.716667,,degrees impossible
279955,CMNAV 29391,"51° 40' 0"" N","80° 60' 0"" W",51.666667,-81.0,minutes too large
282133,CMNAV 31595,"45° 44' 0"" N","80° 83' 0"" W",45.733333,-81.383333,minutes too large
285206,CMNAV 34668,"61° 26' 0"" N","131° 94' 0"" W",61.433333,-132.566667,minutes too large
285613,CMNAV 35076,49° 10' N,5751--W ,49.166667,,degrees impossible
285893,CMNAV 35356,"26° 20' 0"" N","98° 82' 0"" W",26.333333,-99.366667,minutes too large
287219,CMNAV 36683,"50° 80' 0"" N","58° 58' 0"" W",51.333333,-58.966667,minutes too large
287742,CMNAV 37206,"51° 21' 0"" N","80° 80' 0"" W",51.35,-81.333333,minutes too large
288689,CMNAV 38153,"53° 8' 0"" N","101° 60' 0"" W",53.133333,-102.0,minutes too large
289389,CMNAV 38854,"49° 22' 0"" N","114° 77' 0"" W",49.366667,-115.283333,minutes too large
289490,CMNAV 38955,"48° 60' 0"" N","72° 0' 0"" W",49.0,-72.0,minutes too large
295976,CMNAV 45478,47° 53' N,5906--W ,47.883333,,degrees impossible
295986,CMNAV 45488,47° 53' N,5906--W ,47.883333,,degrees impossible
296042,CMNAV 45544,47° 53' N,5906--W ,47.883333,,degrees impossible
296043,CMNAV 45545,47° 53' N,5906--W ,47.883333,,degrees impossible
296056,CMNAV 45558,47° 53' N,5906--W ,47.883333,,degrees impossible
296220,CMNAV 45722,47° 50' N,5911--W ,47.833333,,degrees impossible
296225,CMNAV 45727,47° 53' N,5906--W ,47.883333,,degrees impossible
296226,CMNAV 45728,47° 53' N,5906--W ,47.883333,,degrees impossible
296227,CMNAV 45729,47° 53' N,5906--W ,47.883333,,degrees impossible
296228,CMNAV 45730,47° 53' N,5906--W ,47.883333,,degrees impossible
296229,CMNAV 45731,47° 53' N,5906--W ,47.883333,,degrees impossible
296230,CMNAV 45732,47° 53' N,5906--W ,47.883333,,degrees impossible
296231,CMNAV 45733,47° 53' N,5906--W ,47.883333,,degrees impossible
296232,CMNAV 45734,47° 53' N,5906--W ,47.883333,,degrees impossible
296233,CMNAV 45735,47° 53' N,5906--W ,47.883333,,degrees impossible
296234,CMNAV 45736,47° 53' N,5906--W ,47.883333,,degrees impossible
296235,CMNAV 45737,47° 53' N,5906--W ,47.883333,,degrees impossible
296236,CMNAV 45738,47° 53' N,5906--W ,47.883333,,degrees impossible
296237,CMNAV 45739,47° 53' N,5906--W ,47.883333,,degrees impossible
296238,CMNAV 45740,47° 53' N,5906--W ,47.883333,,degrees impossible
296239,CMNAV 45741,47° 53' N,5906--W ,47.883333,,degrees impossible
296467,CMNAV 45969,47° 53' N,5906--W ,47.883333,,degrees impossible
296468,CMNAV 45970,47° 53' N,5906--W ,47.883333,,degrees impossible
296469,CMNAV 45971,47° 53' N,5906--W ,47.883333,,degrees impossible
296470,CMNAV 45972,47° 53' N,5906--W ,47.883333,,degrees impossible
296471,CMNAV 45973,47° 53' N,5906--W ,47.883333,,degrees impossible
296472,CMNAV 45974,47° 53' N,5906--W ,47.883333,,degrees impossible
296473,CMNAV 45975,47° 53' N,5906--W ,47.883333,,degrees impossible
296474,CMNAV 45976,47° 53' N,5906--W ,47.883333,,degrees impossible
296475,CMNAV 45977,47° 53' N,5906--W ,47.883333,,degrees impossible
296476,CMNAV 45978,47° 53' N,5906--W ,47.883333,,degrees impossible
296477,CMNAV 45979,47° 53' N,5906--W ,47.883333,,degrees impossible
296478,CMNAV 45980,47° 53' N,5906--W ,47.883333,,degrees impossible
296479,CMNAV 45981,47° 53' N,5906--W ,47.883333,,degrees impossible
296492,CMNAV 45994,47° 53' N,5906--W ,47.883333,,degrees impossible
296570,CMNAV 46072,47° 53' N,5906--W ,47.883333,,degrees impossible
296571,CMNAV 46073,47° 53' N,5906--W ,47.883333,,degrees impossible
296572,CMNAV 46074,47° 53' N,5906--W ,47.883333,,degrees impossible
296583,CMNAV 46085,47° 53' N,5906--W ,47.883333,,degrees impossible
296664,CMNAV 46166,47° 53' N,5906--W ,47.883333,,degrees impossible
296680,CMNAV 46182,47° 53' N,5906--W ,47.883333,,degrees impossible
296681,CMNAV 46183,47° 53' N,5906--W ,47.883333,,degrees impossible
296682,CMNAV 46184,47° 53' N,5906--W ,47.883333,,degrees impossible
296683,CMNAV 46185,47° 53' N,5906--W ,47.883333,,degrees impossible
296684,CMNAV 46186,47° 53' N,5906--W ,47.883333,,degrees impossible
296690,CMNAV 46192,47° 53' N,5906--W ,47.883333,,degrees impossible
299781,CMNAV 49285,"51° 13' 0"" N","53° 80' 0"" W",51.216667,-54.333333,minutes too large
299845,CMNAV 49349,"5° 5' 80"" N","58° 38' 0"" W",5.105556,-58.633333,seconds too large
299865,CMNAV 49369,"5° 5' 80"" N","58° 38' 0"" W",5.105556,-58.633333,seconds too large
299937,CMNAV 49441,"5° 5' 80"" N","58° 38' 0"" W",5.105556,-58.633333,seconds too large
299970,CMNAV 49474,"5° 5' 80"" N","58° 38' 0"" W",5.105556,-58.633333,seconds too large
300945,CMNAV 50450,47° 53' N,5906--W ,47.883333,,degrees impossible
300955,CMNAV 50460,47° 53' N,5906--W ,47.883333,,degrees impossible
302696,CMNAV 52204,"23° 33' 0"" N","646° 39' 0"" W",23.55,-646.65,"off Earth or 0,0"
302757,CMNAV 52265,"0° 54' 70"" N","123° 55' 0"" W",0.919444,-123.916667,seconds too large
302803,CMNAV 52311,"51° 23' 30"" N",501000W ,51.391667,,degrees impossible
303482,CMNAV 12410,44° 16' N,76° 82' W,44.266667,-77.366667,minutes too large
305010,CMNAV 18512,49° 20' N,123° 70' W,49.333333,-124.166667,minutes too large
305580,CMNAV 19094,"39° 58' 38"" N","89° 1' 60"" W",39.97712,-89.033203,seconds too large
308922,CMNAV 22460,49° 90' N,122° 0' W,50.5,-122.0,minutes too large
309053,CMNAV 22592,42° 2' N,82° 75' W,42.033333,-83.25,minutes too large
311132,CMNAV 24683,52° 60' N,118° 5' W,53.0,-118.083333,minutes too large
311133,CMNAV 24684,52° 60' N,118° 5' W,53.0,-118.083333,minutes too large
315397,CMNAV 14538,42° 60' N,81° 13' W,43.0,-81.216667,minutes too large
315398,CMNAV 14539,42° 60' N,81° 13' W,43.0,-81.216667,minutes too large
315409,CMNAV 14550,42° 60' N,81° 13' W,43.0,-81.216667,minutes too large
315791,CMNAV 14932,25° 75' N,80° 10' W,26.25,-80.166667,minutes too large
315792,CMNAV 14933,25° 75' N,80° 10' W,26.25,-80.166667,minutes too large
315844,CMNAV 14985,42° 60' N,81° 14' W,43.0,-81.233333,minutes too large
315845,CMNAV 14986,42° 60' N,81° 14' W,43.0,-81.233333,minutes too large
315868,CMNAV 15909,"52° 12' 0"" N",105072W ,52.2,,degrees impossible
319384,CMNAV 10828,44° 59' N,75° 98' W,44.983333,-76.633333,minutes too large
320090,CMNAV 10117,71° 65' N,123° 10' W,72.083333,-123.166667,minutes too large
320141,CMNAV 10066,"62° 51' 23"" N","154° 11' 60"" W",62.856399,-154.199982,seconds too large
322048,CMNAV 8140,71° 0' N,114° 80' W,71.0,-115.333333,minutes too large
322560,CMNAV S1966,46° 45' N,99° 90' W,46.75,-100.5,minutes too large
322561,CMNAV S1967,46° 45' N,99° 90' W,46.75,-100.5,minutes too large
322562,CMNAV S1968,46° 45' N,99° 90' W,46.75,-100.5,minutes too large
322563,CMNAV S1969,46° 45' N,99° 90' W,46.75,-100.5,minutes too large
322564,CMNAV S1970,46° 45' N,99° 90' W,46.75,-100.5,minutes too large
322614,CMNAV S2021,46° 45' N,99° 90' W,46.75,-100.5,minutes too large
322615,CMNAV S2022,46° 45' N,99° 90' W,46.75,-100.5,minutes too large
325497,CMNFV 017625,"50° 27' 6"" N",960600W ,50.451667,,degrees impossible
325498,CMNFV 017626,"50° 27' 6"" N",960600W ,50.451667,,degrees impossible
325514,CMNFV 017642,"48° 15' 0"" N",693300W ,48.25,,degrees impossible
325515,CMNFV 017643,"48° 15' 0"" N",693300W ,48.25,,degrees impossible
325516,CMNFV 017644,"48° 15' 0"" N",693300W ,48.25,,degrees impossible
330103,CMNFV 008178,"42° 50' 50"" N",801160W ,42.847222,,degrees impossible
330111,CMNFV 008186,"51° 27' 80"" N","112° 45' 40"" W",51.472222,-112.761111,seconds too large
340011,CMNFV 034969,4832-N W,"123° 22' 48"" ",,-123.38,degrees impossible
344909,CMNFV 034943,,75° 33' ,,-75.55,incomplete pair
345791,P8108,,58° 7' ,,-58.116667,incomplete pair
347590,CMNFV 043817,,68° 31' ,,-68.516667,incomplete pair
347950,CMNFV 044515,82° 30' N,,82.5,,incomplete pair
