ID Number,OtherNumber,Type
CAN 318612,1710,collector no./field no.
CAN 318614,1700,collector no./field no.
CAN 318615,1706,collector no./field no.
CAN 318621,MAPPED SJD,previous number
CAN 318626,1689,collector no./field no.
CAN 318630,1711,collector no./field no.
CAN 318633,1705,collector no./field no.
CAN 318639,1688,collector no./field no.
CAN 318646,1744,collector no./field no.
CAN 318653,1735,collector no./field no.
CAN 318655,1732,collector no./field no.
CAN 318661,1722,collector no./field no.
CAN 318663,1719,collector no./field no.
CAN 318670,1771,collector no./field no.
CAN 318676,1680,collector no./field no.
CAN 318681,1769,collector no./field no.
CAN 318683,1767,collector no./field no.
CAN 318688,1764,collector no./field no.
CAN 318696,1816,collector no./field no.
CAN 318698,1836,collector no./field no.
CAN 318704,1827,collector no./field no.
CAN 318714,1852,collector no./field no.
CAN 318715,1851,collector no./field no.
CAN 318716,1850,collector no./field no.
CAN 318717,1849,collector no./field no.
CAN 318718,1847,collector no./field no.
CAN 318721,1844,collector no./field no.
CAN 318726,1839,collector no./field no.
CAN 318732,1843,collector no./field no.
CAN 318734,1853,collector no./field no.
CAN 318740,1807,collector no./field no.
CAN 318744,1808,collector no./field no.
CAN 318747,1811,collector no./field no.
CAN 318752,1804,collector no./field no.
CAN 318753,1803,collector no./field no.
CAN 318754,1802,collector no./field no.
CAN 318756,MAPPED SJD,previous number
CAN 318757,1799,collector no./field no.
CAN 318760,1796,collector no./field no.
CAN 318761,MAPPED SJD,previous number
CAN 318762,MAPPED SJD,previous number
CAN 318764,s.n.,collector no./field no.
CAN 318765,1684,collector no./field no.
CAN 318771,,
CAN 318775,1782,collector no./field no.
CAN 318781,,
CAN 318789,1789,collector no./field no.
CAN 318790,1790,collector no./field no.
CAN 318792,1792,collector no./field no.
CAN 31948,169,collector no./field no.
CAN 31949,54626,collector no./field no.
CAN 31950,54627,collector no./field no.
CAN 31952,s.n.,collector no./field no.
CAN 31953,506,collector no./field no.
CAN 31956,11292,collector no./field no.
CAN 31957,11.281,collector no./field no.
CAN 31958,11449,collector no./field no.
CAN 31959,11326,collector no./field no.
CAN 31960,11520,collector no./field no.
CAN 31961,10734,collector no./field no.
CAN 31962,10733,collector no./field no.
CAN 31963,10.732,collector no./field no.
CAN 31964,11021,collector no./field no.
CAN 31965,9760,collector no./field no.
CAN 31966,54615,collector no./field no.
CAN 31967,54622,collector no./field no.
CAN 31968,54620,collector no./field no.
CAN 324057,1374,collector no./field no.
CAN 324059,1429,collector no./field no.
CAN 324062,1422,collector no./field no.
CAN 324063,1412,collector no./field no.
CAN 324066,1363,collector no./field no.
CAN 324076,1401,collector no./field no.
CAN 324084,1351,collector no./field no.
CAN 324086,1343,collector no./field no.
CAN 324088,1348,collector no./field no.
CAN 324089,1310,collector no./field no.
CAN 324090,1367,collector no./field no.
CAN 324095,1378,collector no./field no.
CAN 324096,MAPPED SJD,previous number
CAN 324097,MAPPED SJD,previous number
CAN 324101,1381,collector no./field no.
CAN 324105,1306,collector no./field no.
CAN 324115,1375,collector no./field no.
CAN 324119,1427,collector no./field no.
CAN 324123,1421,collector no./field no.
CAN 324124,1411,unknown source
CAN 324128,1341,collector no./field no.
CAN 324138,1305,collector no./field no.
CAN 324139,1402,collector no./field no.
CAN 324143,1355,collector no./field no.
CAN 324148,1347,collector no./field no.
CAN 324157,1414,collector no./field no.
CAN 324158,1309,collector no./field no.
CAN 324165,1371,collector no./field no.
CAN 32436,10.653,collector no./field no.
CAN 32437,10.735,collector no./field no.
CAN 32438,10.592,collector no./field no.
CAN 32439,9.983,collector no./field no.
CAN 32440,9491,collector no./field no.
CAN 32441,309,collector no./field no.
CAN 32442,295,collector no./field no.
CAN 32443,296,collector no./field no.
CAN 32444,"17,405",collector no./field no.
CAN 325616,,
CAN 32596,10652,collector no./field no.
CAN 32597,10736,collector no./field no.
CAN 32598,(99) 17420,collector no./field no.
CAN 32599,"17,419",collector no./field no.
CAN 32600,127595,collector no./field no.
CAN 32601,101775,old CMN catalogue number format
CAN 327949,5056,collector no./field no.
CAN 327950,5057,collector no./field no.
CAN 32800,11656,collector no./field no.
CAN 32801,11327,collector no./field no.
CAN 32803,54592,old CMN catalogue number format
CAN 328158,5020,collector no./field no.
CAN 328159,5074,collector no./field no.
CAN 328160,5077,collector no./field no.
CAN 335550,70-22B,collector no./field no.
CAN 335552,70-24B,collector no./field no.
CAN 335554,70-5,collector no./field no.
CAN 335555,70-27G,collector no./field no.
CAN 335557,70-16,collector no./field no.
CAN 335564,70-270,collector no./field no.
CAN 335565,70-19,collector no./field no.
CAN 335568,71-21A,collector no./field no.
CAN 335574,70-9,collector no./field no.
CAN 335581,70-11,collector no./field no.
CAN 33596,219,collector no./field no.
CAN 33597,7122,collector no./field no.
CAN 33598,107737,old CMN catalogue number format
CAN 33601,107737,old CMN catalogue number format
CAN 340839,NA 2145,collector no./field no.
CAN 340861,NA 2045,collector no./field no.
CAN 340907,NA 2036,collector no./field no.
CAN 340920,MAPPED SJD,previous number
CAN 342467,23.580,collector no./field no.
CAN 342472,23562,collector no./field no.
CAN 342476,23567,collector no./field no.
CAN 342477,23566,collector no./field no.
CAN 342479,23594,collector no./field no.
CAN 342491,23583,collector no./field no.
CAN 342500,23556,collector no./field no.
CAN 342502,23610,collector no./field no.
CAN 342505,"23,564",collector no./field no.
CAN 342506,"23,612",collector no./field no.
CAN 342513,23558,collector no./field no.
CAN 342519,"23,618",collector no./field no.
CAN 342520,"23,620",collector no./field no.
CAN 342525,23636,collector no./field no.
CAN 342530,"23,638",collector no./field no.
CAN 342531,23633,collector no./field no.
CAN 342532,"23,574",collector no./field no.
CAN 342534,23630,collector no./field no.
CAN 342536,23629,collector no./field no.
CAN 342537,23628,collector no./field no.
CAN 342540,23559,collector no./field no.
CAN 342541,23642,collector no./field no.
CAN 342542,"23,641",collector no./field no.
CAN 342543,"23,643",collector no./field no.
CAN 342544,"23,644",collector no./field no.
CAN 342569,"23,663",collector no./field no.
CAN 342570,"23,664",collector no./field no.
CAN 342581,"23,678",collector no./field no.
CAN 342582,23673,collector no./field no.
CAN 342583,23672,collector no./field no.
CAN 342585,23677,collector no./field no.
CAN 342586,23551,collector no./field no.
CAN 342587,23550,collector no./field no.
CAN 342588,23676,collector no./field no.
CAN 342589,23675,collector no./field no.
CAN 342590,23674,collector no./field no.
CAN 342594,23680,collector no./field no.
CAN 34262,90106,old CMN catalogue number format
CAN 34417,10488,collector no./field no.
CAN 34418,10591,collector no./field no.
CAN 34419,11444,collector no./field no.
CAN 344454,1986,collector no./field no.
CAN 344457,1980,collector no./field no.
CAN 34833,11401,collector no./field no.
CAN 34858,11290,collector no./field no.
CAN 34859,11289,collector no./field no.
CAN 34860,11588,collector no./field no.
CAN 34861,9980,collector no./field no.
CAN 34862,10544,collector no./field no.
CAN 34863,127498,collector no./field no.
CAN 34864,127497,collector no./field no.
CAN 348832,5054B,collector no./field no.
CAN 348866,5067,collector no./field no.
CAN 348873,5054C,collector no./field no.
CAN 348875,24404,collector no./field no.
CAN 348876,5052,collector no./field no.
CAN 348887,788,collector no./field no.
CAN 348890,365,collector no./field no.
CAN 349092,5024,collector no./field no.
CAN 349093,5028,collector no./field no.
CAN 349094,11887,collector no./field no.
CAN 349156,18454,collector no./field no.
CAN 349163,741,collector no./field no.
CAN 349164,7617,collector no./field no.
CAN 349296,5474,collector no./field no.
CAN 349297,268,collector no./field no.
CAN 349298,11388,collector no./field no.
CAN 349299,390,collector no./field no.
CAN 349300,24407,collector no./field no.
CAN 349301,5078,collector no./field no.
CAN 349302,5031,collector no./field no.
CAN 349464,5593,collector no./field no.
CAN 349493,27845,collector no./field no.
CAN 349494,27850,collector no./field no.
CAN 349495,25038,collector no./field no.
CAN 349496,407,collector no./field no.
CAN 349497,777,collector no./field no.
CAN 349498,828,collector no./field no.
CAN 349579,18485,collector no./field no.
CAN 349590,18484,collector no./field no.
CAN 349831,18493,collector no./field no.
CAN 349832,18494,collector no./field no.
CAN 349834,792,collector no./field no.
CAN 349839,25603,collector no./field no.
CAN 349840,159-66,collector no./field no.
CAN 349841,5060,collector no./field no.
CAN 349842,158-66,collector no./field no.
CAN 349843,25600,collector no./field no.
CAN 349928,5059,collector no./field no.
CAN 349966,27719,collector no./field no.
CAN 349967,6016,collector no./field no.
CAN 350128,561,collector no./field no.
CAN 350129,406,collector no./field no.
CAN 350130,409,collector no./field no.
CAN 350189,24,collector no./field no.
CAN 350190,5479A,collector no./field no.
CAN 350191,7485,collector no./field no.
CAN 350192,5500,collector no./field no.
CAN 350193,5596,collector no./field no.
CAN 350194,275,collector no./field no.
CAN 350195,270,collector no./field no.
CAN 350196,271,collector no./field no.
CAN 350197,269,collector no./field no.
CAN 350425,11011,collector no./field no.
CAN 350583,18483,collector no./field no.
CAN 350637,7887,collector no./field no.
CAN 350638,77,collector no./field no.
CAN 350639,26074,collector no./field no.
CAN 350640,613,collector no./field no.
CAN 350641,803,collector no./field no.
CAN 350643,12185,collector no./field no.
CAN 350922,6022,collector no./field no.
CAN 350922`,6022,collector no./field no.
CAN 350923,5035,collector no./field no.
CAN 350924,5064,collector no./field no.
CAN 350925,5017,collector no./field no.
CAN 351091,7764,collector no./field no.
CAN 351092,7733,collector no./field no.
CAN 351093,5502,collector no./field no.
CAN 351094,5582,collector no./field no.
CAN 351095,5549,collector no./field no.
CAN 351096,27778,collector no./field no.
CAN 351097,25742,collector no./field no.
CAN 351098,5081,collector no./field no.
CAN 351099,6010,collector no./field no.
CAN 351100,6012,collector no./field no.
CAN 351101,6007,collector no./field no.
CAN 351102,6005,collector no./field no.
CAN 351103,6004,collector no./field no.
CAN 351104,5080,collector no./field no.
CAN 351105,5019,collector no./field no.
CAN 351106,5073,collector no./field no.
CAN 351107,5075,collector no./field no.
CAN 351108,6008,collector no./field no.
CAN 35120,10344,collector no./field no.
CAN 351332,18478,collector no./field no.
CAN 351450,5476,collector no./field no.
CAN 351451,5584,collector no./field no.
CAN 351452,6055,collector no./field no.
CAN 351453,24923,collector no./field no.
CAN 351454,24874,collector no./field no.
CAN 351455,25058A,collector no./field no.
CAN 351456,427,collector no./field no.
CAN 351457,12888,collector no./field no.
CAN 351458,16566,collector no./field no.
CAN 351459,6011,collector no./field no.
CAN 351460,6006,collector no./field no.
CAN 351461,6009,collector no./field no.
CAN 351462,S.N.,collector no./field no.
CAN 351488,5050,collector no./field no.
CAN 351605,11159,collector no./field no.
CAN 351606,11549,collector no./field no.
CAN 351949,18480,collector no./field no.
CAN 352139,5038,collector no./field no.
CAN 352281,666,collector no./field no.
CAN 352353,5034,collector no./field no.
CAN 352354,5040,collector no./field no.
CAN 352692,5504,collector no./field no.
CAN 352744,7474,collector no./field no.
CAN 352745,7449,collector no./field no.
CAN 352746,5478,collector no./field no.
CAN 352747,5535,collector no./field no.
CAN 352748,7616,collector no./field no.
CAN 352749,5085,collector no./field no.
CAN 352750,272,collector no./field no.
CAN 352751,273,collector no./field no.
CAN 352794,5044,collector no./field no.
CAN 352796,6053,collector no./field no.
CAN 352797,,
CAN 352963,5049,collector no./field no.
CAN 353054,5047,collector no./field no.
CAN 353055,5046,collector no./field no.
CAN 353195,24930,collector no./field no.
CAN 353196,7483,collector no./field no.
CAN 353197,24448,collector no./field no.
CAN 353198,5084,collector no./field no.
CAN 353199,6017,collector no./field no.
CAN 353200,6020,collector no./field no.
CAN 353382,5580,collector no./field no.
CAN 353383,25058,collector no./field no.
CAN 353384,6021,collector no./field no.
CAN 35340,11187,collector no./field no.
CAN 35341,11288,collector no./field no.
CAN 35342,11322,collector no./field no.
CAN 35343,9902,collector no./field no.
CAN 35344,10543,collector no./field no.
CAN 35345,10432,collector no./field no.
CAN 35346,11020,collector no./field no.
CAN 353465,672,collector no./field no.
CAN 353466,668,collector no./field no.
CAN 353467,5591,collector no./field no.
CAN 353468,369,collector no./field no.
CAN 35347,10972,collector no./field no.
CAN 35348,562,collector no./field no.
CAN 353483,560,collector no./field no.
CAN 353484,1099,collector no./field no.
CAN 35349,54543,collector no./field no.
CAN 35349A,54543,collector no./field no.
CAN 35350,29140,collector no./field no.
CAN 35351,213,collector no./field no.
CAN 353526,915,collector no./field no.
CAN 353527,846,collector no./field no.
CAN 353528,582,collector no./field no.
CAN 35353,199,collector no./field no.
CAN 35354,200,collector no./field no.
CAN 35355,7116,collector no./field no.
CAN 353550,18487,collector no./field no.
CAN 353719,1429,collector no./field no.
CAN 353720,918,collector no./field no.
CAN 353721,514,collector no./field no.
CAN 353778,5515,collector no./field no.
CAN 353779,24436,collector no./field no.
CAN 35378,127495,collector no./field no.
